"filename", "language", "JSON", "JavaScript", "Vue", "pip requirements", "Python", "Markdown", "HTML", "XML", "CSS", "comment", "blank", "total"
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Chose\urls.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Chose\views.py", "Python", 0, 0, 0, 0, 90, 0, 0, 0, 0, 13, 14, 117
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 7, 24
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\migrations\0002_initial.py", "Python", 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 7, 29
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\models.py", "Python", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 5, 17
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Comment\views.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\admin.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6, 12
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 7, 26
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\migrations\0002_dish_restaurant.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 6, 21
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\models.py", "Python", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 4, 15
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\urls.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 10
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Dish\views.py", "Python", 0, 0, 0, 0, 75, 0, 0, 0, 0, 9, 19, 103
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\EnjoyFood_backend\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\EnjoyFood_backend\asgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 5, 17
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\EnjoyFood_backend\settings.py", "Python", 0, 0, 0, 0, 84, 0, 0, 0, 0, 30, 28, 142
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\EnjoyFood_backend\urls.py", "Python", 0, 0, 0, 0, 19, 0, 0, 0, 0, 17, 10, 46
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\EnjoyFood_backend\wsgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 5, 17
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 7, 27
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\models.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 5, 15
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\ExerArea\views.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 7, 26
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\models.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 4, 14
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Exercise\views.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 7, 24
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\models.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 4, 12
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\LifeCircle\views.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 39, 0, 0, 0, 0, 1, 7, 47
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\models.py", "Python", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 11, 35
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\urls.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Plan\views.py", "Python", 0, 0, 0, 0, 110, 0, 0, 0, 0, 2, 23, 135
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\admin.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 7, 27
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\models.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 4, 12
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\Restaurant\views.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\admin.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6, 12
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\apps.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 7, 25
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0002_user_delete_student.py", "Python", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 6, 37
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0003_alter_user_u_id.py", "Python", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 6, 19
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0004_remove_user_u_avatar_alter_user_u_email_and_more.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 6, 39
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0005_remove_user_u_id_user_id.py", "Python", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 6, 30
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\0006_user_u_avatar.py", "Python", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 6, 25
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\models.py", "Python", 0, 0, 0, 0, 54, 0, 0, 0, 0, 4, 24, 82
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\urls.py", "Python", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 9, 21
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\User\views.py", "Python", 0, 0, 0, 0, 152, 0, 0, 0, 0, 5, 29, 186
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\_init_.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\manage.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 3, 5, 25
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\media\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\media\avatar\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\static\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\static\media\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\static\user\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\static\user\choose\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\template\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\template\choose.html", "HTML", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 23, 233
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\template\login.html", "HTML", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 19, 183
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\template\self_info.html", "HTML", 0, 0, 0, 0, 0, 0, 357, 0, 0, 9, 34, 400
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\template\test.html", "HTML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 6, 25
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\util\RET.py", "Python", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 11, 41
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\EnjoyFood_backend\util\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\README.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 7, 33
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\.idea\Vue.iml", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 12
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\.idea\modules.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\Design Documents\ChoosePage.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\Design Documents\InfomationPage.md", "Markdown", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\Design Documents\LoginPage.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\README.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 12, 30
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\index.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\package-lock.json", "JSON", 1892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1893
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\package.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\App.vue", "Vue", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 7, 57
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\assets\base.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 59, 2, 14, 75
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\assets\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 7, 36
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\ChoosePage.vue", "Vue", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 5, 143
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\EditInfoPage.vue", "Vue", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 5, 90
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\InfomationPage.vue", "Vue", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 5, 290
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\LoginPage.vue", "Vue", 0, 0, 123, 0, 0, 0, 0, 0, 0, 4, 11, 138
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\Welcome.vue", "Vue", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\icons\IconCommunity.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\icons\IconDocumentation.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\icons\IconEcosystem.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\icons\IconSupport.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
